cement_kg_m3,blast_furnace_slag_kg_m3,fly_ash_kg_m3,water_kg_m3,superplasticizer_kg_m3,coarse_aggregate_kg_m3,fine_aggregate_kg_m3,age_days,compressive_strength_mpa
303.3764102343962,99.26936223217051,77.21317191677302,171.77146785767997,1.2963145368506828,981.4075519051229,999.374719888055,90,74.49508975067921
228.76259068932717,164.2681107583559,23.82359201761776,203.07801468511494,6.567179329597213,840.0605237805689,777.9902857395963,7,16.54401897899207
272.78086377374086,151.82629510302132,-10.390243116416507,142.6051660060916,3.6427138774117935,1227.7086498053304,774.5791284786084,7,27.626066073823264
305.5461294854933,113.08971009022096,53.6769908950739,172.2295844963398,4.36352494451476,876.5488001577604,809.3262809609971,7,22.70496280213765
242.45032112888487,101.14010434504601,86.01022363021707,183.80847779850114,3.4376872437377717,896.803371615282,885.7212748464831,90,54.84477945695478
318.7849009172836,103.60093980154784,74.77892705878875,188.98437442570068,4.480399718464975,955.97407956136,679.4772775847681,90,67.74157894183259
269.9680655040597,118.4055391819125,54.19318830549251,169.80386613618234,8.197076224192683,1128.8075724852379,642.7555286818796,7,25.65929338777386
285.41531251033615,69.31622304404783,40.16727628735905,180.68882023411683,6.604256917236238,1001.4508999262654,753.0307783503882,90,61.54780519735518
269.91466938853017,92.27870387729965,66.14245193274621,130.2334529317402,6.724447023773954,876.3864203969538,669.286163275257,3,10.0
392.6139092254469,49.94247778367232,30.52907600591063,166.83503175332302,2.167545888414709,1125.433836075734,766.013492197949,3,24.657962129214056
299.3251387631033,111.97669367815838,59.52715538712438,189.07017425108936,2.6976925268942615,1073.100062678548,840.1999756903432,56,60.1456540306384
247.114453552205,119.41587819108223,60.10940318333254,160.3541193149064,-0.6781573189708539,1053.8434957216452,728.7400909158189,28,38.38431895416825
341.12724560515943,85.50440613101878,71.2041981499776,181.17968443179194,3.381238357834492,1071.573424117084,685.8538738574925,3,25.331843073909614
238.9578175014489,147.219602898701,105.19320077822155,188.93745001605396,6.913406372771317,1239.436190058245,805.5469729372278,56,46.411713769884635
310.4431797502378,63.227030109929764,57.84831934357534,173.1490159828447,6.033893031496742,1218.5094895036113,869.0034787692136,14,36.76362586897022
202.01649380601123,56.068753593705395,39.82072748585003,183.40927541993142,4.556973474095752,931.3284656996705,664.402124918671,28,23.278861889917145
233.59069755507846,106.73355455679916,49.48851375616011,160.74534869430775,4.955399432563894,1162.3884992811152,865.6185918644787,3,11.722345404817842
309.8430617934562,131.41294907836465,14.618481902217638,175.86777440607906,3.622228914849189,1038.31681897589,865.3844962990661,14,44.468968032784595
336.92332899977055,150.51783074373606,36.105737378218834,192.20432339178444,5.409517764803568,1049.909581613775,876.3268081725303,56,65.53004390914548
308.56841405949854,86.2334721139318,41.814351237737924,183.1394592193687,6.53175655896123,830.7729168356672,897.478417189735,3,10.612580753170054
294.217585880588,132.36042500293888,39.51823204130815,168.26937460872128,1.7682264251790545,982.9614234611804,976.1611139727693,3,17.96426386951499
284.9448152205356,98.84474591497879,53.04709744067444,184.48432808581586,5.599295375674696,918.7176409663435,771.5126361104756,90,64.98487776384758
226.07390048162864,94.82118100177541,33.55160135235599,194.29219581273236,6.8648697419093345,1082.805881489331,808.7657264062286,14,30.207691552308926
264.00778958026456,126.50979812460017,72.42061334648943,139.00117442845044,4.169799422073261,1107.1080500402804,766.684925340158,3,19.172423818540793
276.9680614520106,119.56968635240258,50.00414129836394,203.18148129911796,6.401401224241168,792.5513648983689,800.1581475804649,7,16.69512651273361
352.8561113109458,52.708235290472516,49.81399357722771,173.27490522637856,10.629308888945106,997.7965135995729,922.629868450905,90,77.73108507733134
317.18091447842306,144.2962104917769,43.44210566974164,188.5097986648046,4.791314414026216,1112.1861504794251,692.3988412855465,90,72.02663398197095
211.84799223186332,141.40274062442353,53.10381367717958,203.94493847290457,5.786614100010647,981.3321037686555,731.116026226754,3,10.0
316.20419846973977,81.23311895471412,66.5019652933527,152.56652605539068,3.523885832677217,1072.9063645002364,910.1744749203649,90,74.20312015145893
280.74588597918415,111.87410600312228,32.65739568578199,165.81117995144908,5.362502325204101,1035.1165467627084,881.6029205521672,28,44.197495393660866
266.1538999847021,114.82090558848216,36.837670218494864,174.22902608248592,5.920543249964608,1034.1660231952626,770.9494682546338,14,37.23813135464105
330.5838144420434,107.82021297471721,43.92547942446671,164.32492957751143,5.3896846805402765,972.8685021931702,868.3521600896576,28,52.5143507377602
351.5499761247975,83.4908453846374,23.082581530535702,214.69873151673616,2.9606093605822865,878.3419195864291,827.2972673993627,56,69.77556679691617
346.56400595580993,79.85129896185845,33.61484280557005,162.86455812346415,5.412723542650902,887.8469852574973,920.021968720079,28,62.6992981301276
258.0391238388681,99.23337787025665,40.475582529106816,168.88906441026268,7.924391877435274,1070.9352514455318,805.9607675061418,7,26.621852206760217
284.53938120743925,135.18187057778096,67.48778361425455,184.08778063205955,5.897271529029054,1001.9458255518883,882.0505691098066,90,64.2319800755504
316.5631715701782,116.30800463783297,55.2512265800385,155.95700947847823,6.923974378143682,986.1487755392775,1011.3609528394096,90,74.41503790715527
348.77725635611796,88.88157003741682,53.87179822735089,172.08638576487473,4.525976059974744,957.6109957677647,847.8479324037974,7,31.151644317502374
276.0412881077355,123.15096131945035,67.01795924335944,186.3490652250035,6.499800478847421,969.4811154519248,803.9462532635874,90,58.84542548789906
290.71705116680914,14.54372138109774,47.25256423201207,173.34279191234978,5.558535676433052,1104.691179448814,857.7957588176783,28,42.47509921479411
244.68325129969858,134.46297101116312,57.80929699857779,178.13226282200102,3.098178540625536,966.4755918131973,770.7775313436892,56,43.455742752975034
240.18966879596647,47.80858663665701,47.93556494135007,169.41335775103258,5.637042009597749,865.8935286698431,991.0374164419786,3,10.0
340.6262911197099,89.12677175790603,55.30724698799257,149.71059381638466,3.0166066731193792,1074.3651775540172,814.4056830156785,7,38.35014305518763
367.8120014285412,66.40990316121568,38.34482684776836,186.43186422678477,3.734239450230416,979.5123336135283,778.1653343819589,28,51.963486839635614
296.39949392098333,61.15955572837283,1.22365683447142,215.09866143294482,5.378656614584748,1003.1395865532777,733.1448795983971,28,48.47554045707254
350.1766448946012,134.82480362135558,47.314416756273914,180.36803261566877,5.594488546760248,1160.757830639951,887.777615328515,28,58.732611210740835
318.0818012523817,85.96896396064326,78.45496272199881,184.50528234495098,2.621535069845742,997.9439442649493,869.374993026219,3,29.95742701864628
267.7440122697438,110.39511645192147,68.52430804483186,193.8544551023372,7.107971542365752,1028.9183673118725,760.2116502868726,14,30.7496286379806
318.0697802754207,98.59238263362448,69.30794969182341,154.613390069066,6.144012556600946,882.1076508701675,846.1161076097939,90,70.99194187646503
376.90182832329845,114.31122481669364,74.72261443612436,214.0502931625921,3.5905431287782323,978.033054764904,679.3155225429715,90,80.0
298.2086980445024,102.30465673180765,51.77315181922875,184.04657592845604,1.9248304071016493,1060.9526045208602,814.7976460058525,56,57.20771446607866
378.23218279070034,61.51023327434291,53.94631414811191,212.6371379817822,4.710190841837138,844.4626266158757,836.2205081661356,14,51.344015103147335
169.0127447955128,129.88800458341422,37.646962091313,165.33934008952022,4.10811257227768,1020.084509311571,936.5863847647379,90,33.526327208775285
341.0951252187612,85.18730250516063,43.678542879459,216.3612384511565,5.226280914106046,1010.0791072644806,738.3344957817048,56,64.92940998493278
304.35235341190855,53.30254304020747,62.315422995422836,195.50310988069566,4.273766677688867,1004.128745558744,697.7317896958141,56,64.65475314877105
285.0496324767066,87.15654517102263,74.07768874337633,191.06080171704716,0.9850862785099803,1103.7158898658242,728.3657631259966,28,36.19121164693331
304.5880388267751,145.02279371902932,47.21107448638001,184.68048908706297,4.223306123397683,1033.443851484852,693.0745199748064,7,37.55947515510671
200.62155426995537,125.50665226340479,40.99621470297177,175.029427638511,4.388761777863374,1147.8071898356443,906.9325886207187,28,17.3880596039754
289.0164056081244,89.54043596776422,50.010559177131945,204.01063316947744,6.267322049548118,900.6410484405964,923.891143601923,3,22.67644571853757
317.85562857558733,89.52226887044714,62.024134978582296,182.80719739696093,3.6036006507779006,1013.5924567218348,825.6173262359063,90,60.85526171123154
373.8947022370758,90.35094846347852,21.122903677329163,140.65860592825695,8.357349346745131,1008.4466786389947,897.7035956548118,56,80.0
274.0864890863176,162.30243950682524,4.076380937255237,157.65627076585994,1.1767188986964858,893.074550624492,810.7166704464188,7,27.797596967333597
259.57531985534064,111.4580635669466,38.98926301016833,176.28308495614505,7.622334995605248,1095.6295002091347,792.3910681839387,90,50.23854616636882
274.91214782077316,112.90124941573208,25.585751481716827,186.1999796633111,4.55136205824379,1232.4673305852818,773.356990475699,56,61.35365003630428
345.7701058851037,130.90850362095526,39.83719604705378,178.8682302220021,6.719169744687113,998.2993925516168,775.1687206897948,56,64.10788454311428
316.43755548298424,107.16367477079541,47.04439362365057,204.37941579587326,5.159602968117466,1050.5021088273768,676.1758754952775,28,49.222654083121085
273.51198981164805,92.2287356253789,40.93503181953973,140.9779627192275,7.279111072050938,1008.4518475815328,821.1403810885871,7,41.15244845654991
325.6633716556678,94.10950452745065,79.04935068941491,182.8717587301032,4.2252760708943775,928.6415330092824,796.7732871828765,7,34.6068647809194
304.853877467402,97.85196221757808,56.5348952920464,143.64041549225692,2.8027591496443756,817.9239722197983,859.62885792623,90,59.20401820073768
348.43224952664445,98.88333290470476,56.00948719221657,195.19424590968336,7.841008574542126,929.4226516904635,807.4818797150888,56,67.86586783916528
264.89734530613237,121.8288863091094,62.44414288086804,178.11082571115995,4.773038708235718,860.8041619048269,786.9837038744727,7,22.285594168869704
283.6168926701116,101.55837657421898,27.223337644384618,188.39219944048236,5.443116947248421,1170.4102078059118,730.3045575993896,7,27.145844482370894
280.3945923433921,121.97920231646738,70.78223574840537,162.7223407882047,7.46950382808959,988.4890306076761,805.7722589457409,90,61.41214821446638
226.82425259339408,97.57850259674252,48.484714269290805,205.589298633155,2.93608951581113,965.408067095283,859.058978465293,28,32.790841160235566
314.8060138532288,102.35905570948272,63.409612344824254,200.83449328117703,6.190981795278515,1088.9153824787807,708.5328807132912,14,32.22599928434873
313.05276360899444,40.05397946403677,28.56285533919689,191.67088606023776,3.820210487074218,887.8248897144113,806.9979002944591,3,16.714372116169958
300.255672832123,127.48983024107444,18.924824679678714,177.4096550627312,4.735661288711256,923.3135961995448,818.6434361223587,14,40.39735073909704
288.27064333124264,110.39465427693978,66.35779316050058,191.59714570590265,5.144557930768578,1006.8072269248621,742.5548173105389,7,22.868522926561347
229.23146289747928,129.94030329578956,57.528190521950336,165.86214864025303,1.999556277106128,1102.876899142348,752.97149560736,56,47.34829536599475
278.96773386173203,13.112338654189315,31.95896891284979,197.11111318041424,3.4423259143591305,1050.1685045168788,818.4488679012971,3,11.494422411855888
282.8642741736615,162.65124114342183,32.60673837450611,212.9896178864784,7.702145784826278,1024.8325142515882,709.3263185365902,3,15.263810563152374
259.88613653891906,95.81231115534479,72.50869568829539,201.41221119958374,6.772382377169591,1007.8117735236017,827.9938972199514,56,46.51182882104294
291.93571441669957,133.2454845021255,26.21176214265344,165.40795060385182,4.87472084534553,1040.0235855526776,728.371650107264,3,13.83023091584107
320.2025428407269,68.80282218623407,82.85345906511927,187.22834634546206,5.486246917025786,1020.1652905129255,885.0282954426573,56,63.337850078228804
394.3092950605265,118.38321715187709,31.987585307042625,154.13716912482704,4.411514988727085,897.0027725223065,987.026219631064,3,22.953692353308803
308.72889064159193,68.39753310479031,62.76783851216766,191.4478062235135,7.713166771655964,1004.6079221633152,731.1394558638544,90,65.01125115242272
312.8775195361382,81.28693117912584,43.42763048502031,189.01206825725077,4.599294844411673,892.6311341082247,842.736628989974,90,68.6365210971112
296.2777042116916,157.42094061600358,62.063748621646866,142.6036732093567,5.463684184269696,1008.1082542900824,741.8606476094385,14,33.35370189954759
204.06143923504794,94.2795279770996,39.11771995771615,156.76432312175274,7.29206028828413,951.9352058511759,883.2763339038231,3,11.897545390196292
298.67430622753915,106.52298619539168,46.74414187855412,174.33722206512465,3.445257030308187,1253.9381622782862,698.7793272731828,28,49.914041697436694
303.01151049705135,126.10203192066263,50.818383507914426,173.98280505718347,8.117578368993788,996.0105616248288,838.446940674217,56,62.43098017367103
423.1621056242643,114.87045663917814,29.956250884370547,155.81046129162388,1.9390771805132463,859.5760433738411,730.1608826488518,3,31.97960467376944
290.3819517609439,104.51256715430729,64.81648690840251,187.77957458704367,8.259284262225597,986.5819789323075,783.4412328721305,90,56.80691008793848
315.07736711668065,110.94883007398676,39.73572867056829,185.02947217881024,4.254648832096051,1051.9358745637887,717.5179779882154,90,69.31810427498954
298.26441151473784,172.10246755714826,45.428001693199626,176.1146173604296,4.514602504349437,1167.3363946152524,865.7880376716603,56,61.60110603052561
241.5660981190234,98.27143608899244,30.113012507829755,164.88416999683275,1.2199796576341142,941.0547600061282,733.0415716448331,28,31.068414396862714
357.14114072575103,106.03297140144903,-1.24667317590621,200.97414252833127,4.090410565244614,841.757202597636,844.1571407465462,3,17.94640132179995
337.5966516343387,131.51963188022836,46.17944474799662,213.10814226176592,2.9203869379462315,1081.683701143098,772.4721577390134,3,19.544979633781427
339.5515973521523,133.1657779887395,98.25230843225832,170.32877032306925,3.7847073092530548,861.9401294100348,790.842210256091,28,55.27931551709691
254.53062726026306,135.6109091668114,65.69208575796048,167.7566616569036,4.72537806842224,956.3844558492515,811.8204725920103,28,39.59152842535153
370.13971554680495,119.16190666087553,49.61479240531211,189.82415330823991,6.9155832289458115,974.2379514489006,739.0540262672921,28,60.603114362168235
229.90744686038596,65.70985261808549,44.742183415834646,172.83941240506027,5.415206702801251,993.0366546699892,816.829369083271,90,47.61844283560943
329.3428546900135,149.00294596903288,50.449317856240924,177.21205598673532,5.615353306802228,1068.9164457074335,922.4267651483528,56,71.92503778672781
409.5227812904989,65.60963820943937,60.9423823035042,194.79306303449343,2.8089612223088753,931.6365717713612,737.7524171333829,28,72.12798615343057
250.4731837434656,109.079063957171,26.383743693823103,141.81287824985415,3.2384918207945397,972.6270747833239,893.7448114619076,56,49.59095673570146
271.6851135198614,77.37172449941926,72.28643389337745,206.3660464970534,8.597450036702623,998.5729647050612,919.8478106790227,14,26.06172774568806
304.98256825438204,98.07584960221023,64.30762630882488,181.45361048658683,3.529597930473507,1014.9597957518788,734.7076008777565,3,15.630570300159686
274.82621729419003,109.86287230910442,64.36371451415869,171.7701371087564,8.31241650411459,1009.7827174707922,683.5956315927558,3,20.75789966705124
222.46682844669337,109.6407164635082,58.76951477619455,178.215316915571,4.513877602238267,1043.600577522258,824.1568720137411,7,14.7661683254241
303.42814874030137,112.65762262705854,50.3923331538798,179.24858710041036,5.004575872287008,1084.3839509641737,756.2073981786501,14,34.431277237279446
246.88481431369476,148.41133807175942,63.457224719336395,145.3759739311015,7.140730320459859,1039.2634115650967,949.4882575330402,28,50.28004996762891
323.6796215317591,113.60602904541939,61.83628267482756,209.8987645490647,7.543784843877313,1045.3585523509219,802.7846032399866,28,59.14901042980986
254.02878828830984,92.67530094128054,42.91918578117952,180.82651264541238,4.778374879441825,841.7776833253522,735.8240473571857,90,52.43544713392004
377.496720250877,128.92261504865073,38.52796454206198,188.8600426089475,4.223513892956922,1005.022769916568,708.2272391190631,14,45.69476394752084
260.83733538318813,135.6841146677392,52.03712590523973,199.03099541148086,4.888159102955574,1047.950754800161,887.1923967272664,28,42.271689389273504
283.89692418971623,63.171765545890224,80.98040302990375,159.576750848794,5.675915056464237,1072.894119457045,754.3052820732651,7,25.825133377157268
340.6758608684835,117.92200209549574,25.217858486921983,189.46943798070458,6.782607373739511,930.7649225766206,803.5063039568342,56,72.18801220466015
238.45678417830223,121.03518226932695,20.6494946849512,174.64717818202413,5.008459717988303,934.0960725111355,876.4642196089985,3,10.0
311.37299673020647,91.07309489920024,53.29521682473033,196.93541550432988,6.237772596046307,942.5899324716402,761.2593318455336,14,47.73817732979647
365.3571377141214,141.2712043993486,51.01775403712036,137.4554515929701,8.276719464541882,1053.6413899891343,796.3256937007872,3,25.206475629547555
219.62583827193862,95.4983323890242,53.466833287408164,178.01811399517462,5.762619224529569,1103.388105492421,798.6745272141984,56,50.01055803041947
309.2316929266152,103.76729360414626,54.87906395817001,167.94358688432078,5.623305712009556,959.2539892708398,854.6659609212874,14,41.9840457485267
312.9941397124212,94.80784527148391,45.535954907303896,188.6452590126831,1.9621783498198644,1090.796231362705,847.259546840826,56,68.13985998815382
339.0911435888655,100.46737142744402,79.79726877204165,189.40088374736405,-0.26146027365812685,1012.3479809164594,782.3909014996137,28,53.21941791899568
238.1524644560959,67.11174739314394,17.981920430469685,165.84748210355949,5.776751458460336,987.5714222837564,805.0919249197215,28,29.611897832995155
233.9771693457862,56.79847352217117,33.430059504395075,165.75652271647914,4.8103515374382555,978.8615770182031,770.2576790781209,28,23.69379675992404
326.09707828084487,147.83515189674915,47.93490479701905,177.78669262885342,3.970434650170516,1074.6611364602156,681.7910074464444,56,71.40046745628658
314.8492336616593,74.59115955045016,17.13622377691665,162.06715545369585,5.487060408372689,1032.557781678707,820.6080685918504,56,63.69274371085302
312.52464251729384,70.25822951631079,46.48291191135858,196.83967390904255,4.879192541606184,1227.5825427647637,951.3753408666454,56,54.3430345548509
317.32241047484877,35.39829659188855,83.22940331456036,172.6158559910511,7.255560501267797,914.7775357002675,729.3024687447149,3,27.706603601012993
265.99876392107547,80.83114756931494,50.41772976591923,121.86023561356717,5.1722217365179555,1051.8101702029976,738.1576232317838,56,60.38983576195102
311.61268485805016,60.30730619777505,54.61401811437367,172.50355886756387,3.5061534298596646,947.0798990188487,730.3417782685007,28,58.304869170516355
314.65362366493406,149.26045480409107,24.796704696548396,159.22912358312055,6.980332477918578,913.0713013011356,857.9673422978498,7,25.895346015126094
264.28242909868163,130.294512680279,37.672771839210455,147.3744836907811,4.565737850107595,998.9132862965027,835.8788363357152,56,58.50462474205541
393.28872555723785,79.35548964466828,42.49607239352126,155.25146723554855,6.053073367344615,1013.7352479407036,787.3169846066835,7,44.91621779339424
323.6916460455894,167.57307416032927,43.64569806487532,182.1881694366594,4.045178587614399,1291.8173555060093,726.5584750688828,28,60.379495086430886
240.43482513986757,129.45296460974782,75.63287590007538,206.57281656496463,3.7003462290051274,981.5854184316798,807.3901433311939,56,44.13490282899036
332.8276804316915,90.25505849474132,61.15382121450249,186.2636894772996,5.168336460371393,886.9821270515316,674.8302298131357,3,22.74213425997762
251.26591648863393,25.01782855379281,27.77084086125936,167.8699322356852,5.025657287087371,1027.3010717494385,811.4741253485995,3,20.35441812328038
339.3542301871226,168.72827717772225,54.9300955686401,189.11808390341406,5.9596540707336665,792.5359962453632,869.7219508870347,7,38.397098796951326
357.9297789503702,58.31282599709212,59.9644349699357,170.81819379562018,4.462708493380515,990.8043217395734,699.9040690693057,90,80.0
258.9658840824145,50.63803759129325,72.80298077042534,166.1079926167371,1.3272804324592054,1001.602528229516,677.3985378536269,3,12.681348421466945
348.1688064622161,130.6771129602892,81.61081373136747,156.9127466353403,4.1344522328232225,1079.4600382945212,926.3550313355888,3,24.257574123496635
320.6390463468249,173.19257219017817,29.698116163442627,144.96342386496562,6.587636934287631,1097.3622249427847,751.0592288396332,3,14.513780508601037
341.10300799972447,141.52818455531553,33.78284977579324,172.2015258688111,4.405247841513787,949.6430381092282,890.8758276755058,28,54.5323702248925
394.8396491326974,116.91727360157078,24.848442821707675,183.16106979840265,4.507233194970904,984.9385985370067,787.6801867841734,3,32.04242211762276
287.73059419985645,117.84263024995857,45.31960281786037,178.0675265997022,6.972753011811874,923.3879169389329,787.0436146446938,14,39.40300504837679
262.3131917821255,125.60246676340924,59.32716748892669,171.68066144105282,3.5760535454821545,887.1937445192306,835.0730159597316,56,45.03987690983174
255.52427851872383,122.76785769360296,69.74669033178203,161.08507878606437,1.9143935635142006,1030.9894779380634,729.2800914602848,3,21.515118985719504
259.2094857517281,108.43574271908128,48.48097952714954,192.16492383369936,4.678737760949011,872.6414451403401,810.5997714796516,90,68.50125726944256
296.1449145292948,103.12603311855628,43.60304953490312,153.65736160106832,4.031652097502526,958.5373099428136,769.4808468140726,90,61.90260913180796
317.0575987408322,98.12220616301433,53.03515984497481,195.5205582768695,3.067507360493492,900.4826040100762,694.3605245275975,3,18.613908123823798
313.8345399665009,77.38106233399971,33.29714196739954,159.95565962146551,4.649243088202619,1054.968318629026,826.998565978112,3,18.451745491870586
341.3591624518012,91.57974769399678,91.79077443389546,164.9512952529393,5.983011294493568,1180.1430099266488,778.9353754497668,14,46.08207500503899
300.65009459389535,49.21129557413843,17.846779457638824,150.66429618768646,4.981422876864369,869.8412017196669,787.4380137244234,3,22.186438853752392
372.67670385786585,97.0498111961575,53.69481157791449,169.97195706228726,5.613962145372476,814.6981517102431,703.1871245268674,3,23.223631922119548
286.7671583381022,70.34226678547248,90.47212438459279,199.50624916955957,8.626815397030846,987.5113114649932,927.3120294210244,56,52.671954186941576
436.00845832948096,66.89232048352687,50.13599689119996,190.31256176887914,4.314242276884872,1001.5697795957758,870.1371349108892,90,80.0
331.2833673882503,105.39682453460435,46.19921929997011,199.5684422405607,5.556697269289339,1021.8659306757297,877.1324707337583,14,45.16640756965688
257.1421221791859,141.760068590338,42.851091543791455,190.44285091867872,3.9815732748017307,955.3679484765655,775.5644238046655,90,60.516799768406656
246.45537509694438,127.54949818006939,46.392166364751844,157.92660342939263,3.3072805602260544,979.9360701174568,661.6653688397264,14,30.48244448825515
324.12362076215925,52.88498189130469,77.45696949353061,173.38421551344885,3.83018469316446,1036.7510410540601,956.2333905991609,90,69.5959802928631
288.82686073370746,70.31115590288988,5.7627617734098635,164.39601741765074,4.042482856956623,1104.0430892644838,795.1121993595306,3,22.11794118484133
335.70002470460463,128.22313563964647,80.6686740259265,206.6114980807808,5.718951595094251,804.4951229681717,740.0960163183956,90,75.40635379138662
323.66188122867726,70.52537819385071,21.5208569509971,156.06422707147377,9.698151573401514,963.1060560968538,833.3441259586491,90,72.39186755448932
296.3585543671564,93.26100550008925,44.6669534153117,197.87395378778223,3.5679131274483193,1021.3808793941064,893.3696630402637,14,39.199089770785
257.6603140965798,116.50156297073656,41.41511159402676,197.8590774021754,4.166749388769075,908.2023895389264,798.1559555131627,7,19.51560146465009
224.25763876570676,70.94966635409094,61.7710653954144,216.59240403432176,4.873753973777504,1173.11696317673,902.2860134351499,14,18.396736781347837
277.67425239664897,103.16126518437879,18.03751296232505,171.80626814741007,5.791597697419494,936.4590119771264,886.6399950813495,14,25.726541741382672
342.8199397161736,59.97923515245387,59.24345332163885,194.24644319160325,5.52710162390957,995.8707312992717,713.8895050078354,14,43.446792622675765
310.7046872065102,81.9589706814636,90.48619246573705,225.63303673077684,7.5681915878962345,1055.6022096842291,746.0967915472419,28,38.9751604922195
237.7130610644006,109.59345802427612,22.73651990814379,167.64716646132607,0.14721585892958355,940.8715211198105,876.6029730623814,28,32.72048818228759
308.6590462925591,52.210187994049924,53.79412335220791,149.29919504935282,0.22614025960865458,815.3426952195583,582.9909948951649,28,55.190666888956784
319.26586898644183,113.21424213881197,36.76035644406782,142.39979932184474,4.008243655979701,957.1345473083467,788.043544546801,14,36.78309926902209
255.80712818994334,99.41086603219956,58.517744123860716,194.25424057722662,7.1946003750874175,1102.944055592704,685.5335038700263,7,20.460018797331887
307.6862552972764,116.57469863251444,50.38295554831504,142.33699583882833,1.8687039367888074,966.3104873214861,761.875695885318,14,42.736772894849395
302.9104359223,106.71742402193985,37.170261819113804,172.55361894124155,-1.0152646793875144,915.3565698541022,776.0943928776637,3,18.410134940723665
242.85148510846884,140.92421289921532,59.75744569742148,188.74626374077923,6.142358812438418,1092.5672209502723,771.3404497673994,7,17.298927111785382
317.88936801741414,103.75673507943722,86.08696219573486,183.70351073659828,5.487314447405429,966.9225103976947,755.8190998309913,28,53.59062039710693
328.0392263184117,87.11783376624241,46.18192416545403,188.50889728368344,2.8195831864011405,948.9839186349783,712.2285080296949,90,74.81436865822681
354.1525621587638,103.66892509096851,64.39515884296364,184.44579711601708,3.02892079855814,1014.945608966331,983.352901345495,90,79.46807575160081
352.69010260174514,116.29894087109165,24.134540842576726,205.57731626626787,3.0605125607306514,1077.0750209618786,949.3969603329081,56,67.51072949050403
231.11653160214544,101.46580210977113,30.871272463639826,160.95367238522405,5.22107063494788,1238.1713531732546,707.0347343794974,7,24.42498899352939
253.10874800424386,101.21775073611647,59.44812555760755,166.46009723082938,3.747369447633986,1082.7236107657423,926.5693401042854,28,32.90765402928092
325.75176336043296,78.94024936579734,79.6823205707193,164.54681109458352,5.98812783795104,1115.9839966388345,768.0427607621717,7,37.203391117988126
325.68929754561043,80.11297247347156,57.1122669757132,196.6038362372522,-0.7092533258087821,949.4033801012145,810.3349978665368,7,33.88797309927536
