plant_id,country,region,capacity_tpd,kiln_type,fuel_type,commissioning_year,specific_energy_kwh_t,specific_thermal_kcal_kg,co2_intensity_kg_t,technology_level,ownership
GLOBAL_PLANT_00051,UAE,Asia,14479.343204041854,Wet Process,Coal,2017,92.40653895942799,3153.9497913290647,868.2489209260636,Intermediate,Private
GLOBAL_PLANT_00052,USA,Asia,8446.18706144704,Dry Process,Petcoke,1975,64.26938619235924,2940.0656690142805,828.9784478658222,Intermediate,State-owned
GLOBAL_PLANT_00053,Nigeria,Asia,20000.0,Dry Process,Coal,1989,89.3042118096921,3472.035280002629,1000.0,Modern,Private
GLOBAL_PLANT_00054,Japan,South America,1195.537267005677,Dry Process,Petcoke,2000,75.0547008406317,3321.7550800078698,840.3940416068305,Intermediate,Private
GLOBAL_PLANT_00055,China,Europe,20000.0,Dry Process,Natural Gas,2002,85.72291140988108,3179.044439544907,785.8758178931469,Modern,Private
GLOBAL_PLANT_00056,Canada,Asia,20000.0,Dry Process,Coal,2013,73.03627232443701,2960.7543507968635,714.3498042880577,Intermediate,Private
GLOBAL_PLANT_00057,China,Asia,11881.601576832614,Dry Process,Coal,1976,86.02183225373987,3314.1560915948908,725.5756633044429,Traditional,Multinational
GLOBAL_PLANT_00058,China,Asia,20000.0,Dry Process,Coal,1977,86.87779285953194,3407.210266804591,717.4230904531842,Modern,Multinational
GLOBAL_PLANT_00059,China,Asia,673.2065223096135,Dry Process,Petcoke,1978,96.93509836877601,3242.806523660489,937.1098813911922,Modern,Private
GLOBAL_PLANT_00060,China,Asia,2619.299609724188,Dry Process,Coal,1971,62.70500275417338,3681.1105566400793,801.7969915016471,Intermediate,Private
GLOBAL_PLANT_00061,China,Asia,2033.7483499143725,Wet Process,Petcoke,1986,66.08963704509353,3337.891195422445,856.524712397473,Intermediate,Private
GLOBAL_PLANT_00062,China,Asia,11681.657884889391,Dry Process,Natural Gas,2021,102.23828541461053,3474.0821652704103,951.4247599980887,Intermediate,Private
GLOBAL_PLANT_00063,Brazil,Europe,1393.858545670229,Wet Process,Coal,2014,79.05123765859803,3240.0696246607936,600.0,Intermediate,Private
GLOBAL_PLANT_00064,China,Asia,12197.596208343524,Dry Process,Natural Gas,2006,116.49059580459863,3402.699335977093,927.8873764700375,Modern,State-owned
GLOBAL_PLANT_00065,China,Asia,20000.0,Dry Process,Mixed,2011,99.50539444030093,2960.9656301992472,805.5396911783334,Intermediate,Private
GLOBAL_PLANT_00066,China,Europe,11319.061931720009,Dry Process,Coal,2013,107.13524300412814,3062.4804910361618,843.5048371640445,Traditional,Private
GLOBAL_PLANT_00067,China,Asia,6908.454486240882,Dry Process,Coal,1986,123.2138464084179,3304.8090660447137,717.1596778251749,Intermediate,Private
GLOBAL_PLANT_00068,Brazil,Asia,1501.9987362102536,Dry Process,Mixed,2022,88.80578376386855,3302.6298444672143,724.4875601551481,Intermediate,Private
GLOBAL_PLANT_00069,China,Asia,1778.9504608478128,Dry Process,Mixed,2007,83.51026589167449,3352.2835468829744,848.8845889812987,Modern,State-owned
GLOBAL_PLANT_00070,South Korea,Asia,20000.0,Dry Process,Coal,2004,112.43405171197627,3530.117867683619,1000.0,Modern,Private
GLOBAL_PLANT_00071,USA,Europe,12521.704839667384,Dry Process,Coal,2016,105.19027127859371,2772.5086484553763,900.3313312814902,Modern,Private
GLOBAL_PLANT_00072,China,Asia,4689.947075086675,Dry Process,Coal,2008,91.25339380357399,2907.664235716911,926.5522921418541,Intermediate,Private
GLOBAL_PLANT_00073,China,Asia,2976.515336418515,Dry Process,Mixed,1999,122.82915933911885,3268.8717923222757,780.799872973858,Traditional,Multinational
GLOBAL_PLANT_00074,Brazil,North America,432.2614235255474,Dry Process,Coal,1975,90.75511380320138,2982.6909104589618,739.9795775414372,Intermediate,Private
GLOBAL_PLANT_00075,India,North America,1359.6425286223653,Dry Process,Coal,1973,95.65547275111562,4000.0,721.9195048421007,Modern,Multinational
GLOBAL_PLANT_00076,India,North America,20000.0,Dry Process,Petcoke,2020,95.42445301668516,3354.715885751041,751.1726275303312,Modern,Private
GLOBAL_PLANT_00077,USA,Asia,1057.2783753261588,Dry Process,Coal,2006,76.30812210203058,3176.500745320953,600.0,Modern,Multinational
GLOBAL_PLANT_00078,China,Asia,6169.516713979867,Dry Process,Petcoke,2004,96.55170778972781,3045.3592180748424,727.5080657108398,Intermediate,State-owned
GLOBAL_PLANT_00079,China,Oceania,16464.021563909464,Dry Process,Coal,1978,122.93520354796982,3055.9513150420867,743.9646843940156,Intermediate,Private
GLOBAL_PLANT_00080,China,Europe,1090.1742211816452,Dry Process,Natural Gas,1975,103.89936630752352,3209.042198394553,782.464182560516,Modern,State-owned
GLOBAL_PLANT_00081,Iran,Asia,6134.308088273885,Dry Process,Coal,1982,95.62126852797863,3233.5945797863774,813.1750109747292,Intermediate,State-owned
GLOBAL_PLANT_00082,India,Asia,15146.10443716484,Dry Process,Petcoke,1991,91.76465437668662,3062.990256591946,836.245086862561,Modern,Private
GLOBAL_PLANT_00083,China,Asia,4989.041999712392,Dry Process,Petcoke,1997,101.61734056812702,3118.0543260440295,798.507462755704,Modern,Private
GLOBAL_PLANT_00084,China,South America,20000.0,Dry Process,Coal,1999,109.9953325697837,3603.285372570379,741.8556913657243,Modern,State-owned
GLOBAL_PLANT_00085,China,Asia,663.6008832720136,Dry Process,Coal,2021,107.18477661779505,3615.35148879531,603.664135673448,Modern,State-owned
GLOBAL_PLANT_00086,China,Asia,17509.0686780375,Dry Process,Coal,2005,88.36270276356042,3275.610193980463,742.4691391598207,Modern,State-owned
GLOBAL_PLANT_00087,India,Asia,3994.3570841486644,Dry Process,Coal,1971,101.49563188220229,2797.6220818289785,702.7549362312994,Modern,State-owned
GLOBAL_PLANT_00088,India,Asia,12410.57469068866,Dry Process,Petcoke,2005,104.59879482296557,3361.550946991713,846.6066748278604,Intermediate,State-owned
GLOBAL_PLANT_00089,Russia,Europe,8346.25806971774,Wet Process,Petcoke,1977,74.85610024946044,3666.284732483308,890.9287396693694,Intermediate,State-owned
GLOBAL_PLANT_00090,China,Asia,2038.9954997149127,Dry Process,Coal,2014,98.36461082367389,3610.9343305887137,893.8571067059939,Intermediate,Private
GLOBAL_PLANT_00091,China,Europe,6469.121973544722,Dry Process,Petcoke,2011,60.0,3420.3277558429,875.695273612782,Traditional,Private
GLOBAL_PLANT_00092,India,Africa,528.7513366613684,Dry Process,Petcoke,2019,104.6506741964237,3626.7268865857463,786.6474264547512,Modern,Multinational
GLOBAL_PLANT_00093,USA,Asia,10136.48936456094,Dry Process,Petcoke,1978,108.20686109125363,3216.0152817437065,747.8044434524103,Traditional,Private
GLOBAL_PLANT_00094,China,Asia,7028.932746939192,Dry Process,Coal,1970,109.95092251572919,3388.4308909501115,725.2897246332934,Modern,Private
GLOBAL_PLANT_00095,USA,Asia,10576.525008634659,Dry Process,Coal,1982,87.09906295660865,2995.767330102446,649.2501083398249,Intermediate,State-owned
GLOBAL_PLANT_00096,China,Europe,17496.252429699573,Wet Process,Coal,2019,101.1809367004807,3287.6796368467135,899.1853700507858,Intermediate,Private
GLOBAL_PLANT_00097,China,Asia,7639.930675650422,Dry Process,Coal,1984,123.47907691082334,3598.8602731911574,782.5288962070025,Modern,Private
GLOBAL_PLANT_00098,China,Asia,5870.571712632441,Dry Process,Coal,2001,123.27539296582518,3023.1729765539326,675.3659706379126,Traditional,Private
GLOBAL_PLANT_00099,China,Europe,1707.3845846895858,Wet Process,Coal,2003,94.41654601546878,2941.5669711607143,717.3508624289765,Modern,State-owned
GLOBAL_PLANT_00100,China,Asia,2090.8690744455757,Wet Process,Coal,2012,97.7863926145912,3229.246681707109,713.3026543567448,Modern,Multinational
GLOBAL_PLANT_00101,China,South America,20000.0,Dry Process,Petcoke,2000,117.21822289468867,3132.0013388828,804.3024485015127,Modern,Private
GLOBAL_PLANT_00102,India,Asia,20000.0,Wet Process,Coal,1983,64.9839596947565,3394.744316321126,906.7467851070686,Modern,Private
GLOBAL_PLANT_00103,China,Asia,3693.26982624583,Dry Process,Coal,2023,88.53848514645951,3064.0221422158875,765.2010450404417,Modern,Private
GLOBAL_PLANT_00104,China,Asia,5193.7086480473845,Wet Process,Coal,2016,121.71140911073513,3715.531884680814,600.0,Modern,Private
GLOBAL_PLANT_00105,Italy,Europe,1659.817192037068,Dry Process,Coal,1983,114.50401083369532,2813.0971706116834,781.081966484108,Modern,Private
GLOBAL_PLANT_00106,China,Asia,20000.0,Dry Process,Coal,2017,102.3852755529981,3576.12043586592,784.3806099902804,Traditional,Private
GLOBAL_PLANT_00107,China,North America,10921.626536437578,Dry Process,Coal,1998,64.88335189338758,2970.545231507569,777.5079769064479,Modern,Private
GLOBAL_PLANT_00108,USA,South America,20000.0,Dry Process,Coal,2016,94.00179533917677,2661.205179624793,737.2538833524299,Modern,Private
GLOBAL_PLANT_00109,China,Asia,1713.0185160201813,Dry Process,Coal,1988,83.20169207500135,3271.36254690466,821.7439080725842,Intermediate,Private
GLOBAL_PLANT_00110,China,Oceania,3122.5039942371295,Dry Process,Coal,1996,101.62077805634426,3123.617604195835,806.6141115149002,Traditional,State-owned
GLOBAL_PLANT_00111,China,Asia,6488.165519006807,Dry Process,Coal,1978,78.81306630410239,2867.1171896290907,797.5169685873353,Modern,Multinational
GLOBAL_PLANT_00112,China,Asia,10676.36229350088,Dry Process,Natural Gas,2006,74.48553210050785,2695.5869324854207,841.2641361442966,Modern,Multinational
GLOBAL_PLANT_00113,Argentina,Asia,3794.0860657714356,Dry Process,Coal,2006,60.0,3197.491763818563,757.0167176852146,Traditional,State-owned
GLOBAL_PLANT_00114,Brazil,North America,1724.0762718469618,Dry Process,Coal,2012,119.43609369953403,3492.7510674871455,751.3414330299347,Modern,Private
GLOBAL_PLANT_00115,India,Asia,14153.101052419104,Dry Process,Coal,1997,87.00458977113885,3375.4860479259332,938.01232895854,Intermediate,State-owned
GLOBAL_PLANT_00116,Russia,Asia,11676.837235185973,Dry Process,Coal,2021,98.14291567405068,3217.01199465178,855.9355409715436,Modern,Private
GLOBAL_PLANT_00117,Brazil,Asia,1636.7552899883617,Wet Process,Coal,1993,94.95523767051638,3343.6542719653207,882.69460609428,Traditional,State-owned
GLOBAL_PLANT_00118,China,Asia,20000.0,Dry Process,Coal,1997,73.65132134079002,3191.835760286643,922.6104585334068,Traditional,State-owned
GLOBAL_PLANT_00119,Japan,Asia,20000.0,Dry Process,Petcoke,2005,69.81870177103613,2771.0827270908885,852.59441806248,Traditional,State-owned
GLOBAL_PLANT_00120,China,North America,5774.204613828966,Dry Process,Coal,2021,74.8936974800553,2773.731804432967,892.8388679136172,Modern,Multinational
GLOBAL_PLANT_00121,Brazil,Europe,5407.36631216003,Dry Process,Coal,1987,80.53663122341214,3139.0494413045963,642.065483792974,Intermediate,State-owned
GLOBAL_PLANT_00122,Japan,Asia,9555.472684782799,Dry Process,Petcoke,1994,102.3321249402761,3151.8040140901776,820.4153871996027,Modern,State-owned
GLOBAL_PLANT_00123,China,Africa,1747.5259358614214,Dry Process,Natural Gas,2004,79.08564672958776,3455.2948035520294,781.7281538185672,Traditional,Private
GLOBAL_PLANT_00124,China,Asia,5095.116316815389,Dry Process,Coal,1973,129.92981263189245,3427.191267132424,967.7684090899809,Traditional,Multinational
GLOBAL_PLANT_00125,China,Oceania,371.34804386469034,Dry Process,Coal,1983,115.54302071786302,3381.5399047276846,892.76455318033,Intermediate,Private
GLOBAL_PLANT_00126,China,Asia,14069.24902668785,Dry Process,Coal,2008,111.16719099331416,3115.9151860768457,736.955480920682,Intermediate,Multinational
GLOBAL_PLANT_00127,Brazil,Asia,754.615337808025,Dry Process,Coal,1995,92.606821950537,2785.804348966958,837.2794158529206,Modern,Private
GLOBAL_PLANT_00128,Iran,Asia,20000.0,Wet Process,Coal,1977,125.28561471440968,3323.6213411198073,816.768133344924,Intermediate,Private
GLOBAL_PLANT_00129,China,North America,3307.195695062747,Dry Process,Coal,1993,90.63988737757752,3357.5507939786503,845.4331433152229,Intermediate,State-owned
GLOBAL_PLANT_00130,China,Asia,3812.3444560969415,Dry Process,Petcoke,1985,94.37477171691508,2500.0,698.1157530625348,Modern,Private
GLOBAL_PLANT_00131,China,Asia,2313.968541256505,Dry Process,Coal,1989,98.39949079498538,2949.698544025201,836.0016465238225,Modern,State-owned
GLOBAL_PLANT_00132,China,Asia,3478.489237293503,Dry Process,Coal,1984,109.03646081086688,2992.683686781831,777.1848650711765,Modern,Private
GLOBAL_PLANT_00133,China,Asia,20000.0,Dry Process,Coal,1976,107.73816158005971,3235.505060337031,828.24497640556,Traditional,Multinational
GLOBAL_PLANT_00134,China,Asia,248.29799365565736,Dry Process,Petcoke,1986,85.49749443110794,2958.991870170292,727.561483487783,Traditional,State-owned
GLOBAL_PLANT_00135,Thailand,Europe,20000.0,Wet Process,Coal,1991,84.34012561148093,3188.5596293526078,741.4936828603401,Traditional,State-owned
GLOBAL_PLANT_00136,China,North America,7373.355529709418,Dry Process,Petcoke,1991,107.79805914304168,3136.8395178941023,917.3842020366702,Intermediate,Private
GLOBAL_PLANT_00137,China,Asia,1154.6747973465874,Dry Process,Coal,2023,109.30473167782465,3152.255158538682,694.8452441659839,Intermediate,Private
GLOBAL_PLANT_00138,India,Europe,1352.385201453682,Dry Process,Coal,1981,87.13297750354255,2985.081711889776,702.2245598957952,Modern,State-owned
GLOBAL_PLANT_00139,China,Asia,20000.0,Dry Process,Coal,1987,63.25623860643092,3008.3044837799966,794.8418742784422,Traditional,Private
GLOBAL_PLANT_00140,UAE,North America,1580.3343918958146,Dry Process,Coal,2015,90.8536780798351,2875.919882065792,722.8109624814045,Intermediate,Private
GLOBAL_PLANT_00141,Pakistan,Europe,1231.4891255634338,Dry Process,Coal,2016,107.47051597651718,3314.0202321721495,711.4971367737202,Intermediate,State-owned
GLOBAL_PLANT_00142,China,Asia,19240.59118921246,Dry Process,Coal,1984,131.1083369283956,3371.3307885774107,810.5075971208295,Intermediate,Private
GLOBAL_PLANT_00143,China,Europe,7378.041120560012,Dry Process,Coal,2006,71.04084075318676,2968.8146149623985,649.4934143096295,Traditional,Private
GLOBAL_PLANT_00144,China,Asia,1594.7771828000461,Dry Process,Petcoke,1985,86.46857494338853,3656.1920288051133,699.2037765086362,Modern,Private
GLOBAL_PLANT_00145,China,Asia,6373.792692260967,Dry Process,Coal,1974,87.21192876949247,3105.619565767385,1000.0,Modern,Private
GLOBAL_PLANT_00146,China,Europe,1435.253517204882,Dry Process,Coal,1971,122.11610678863002,3659.055687138968,845.9475058969009,Intermediate,Multinational
GLOBAL_PLANT_00147,India,Asia,18416.194237255157,Dry Process,Coal,2021,94.30116999082735,3007.361847850519,725.3436647730089,Traditional,Private
GLOBAL_PLANT_00148,China,Asia,17564.676686617277,Dry Process,Petcoke,1997,76.8534688125547,2592.0266670201695,841.8215078266197,Intermediate,Multinational
GLOBAL_PLANT_00149,China,Asia,9305.933054568057,Dry Process,Mixed,2010,106.17390565843638,3320.6593474737056,856.733047698663,Intermediate,Private
GLOBAL_PLANT_00150,China,Europe,7585.4959365114855,Dry Process,Coal,2023,86.90722959918108,3274.5635315356963,899.4414420090238,Modern,Private
GLOBAL_PLANT_00151,Spain,Asia,20000.0,Dry Process,Coal,1996,70.51225453284091,3210.318138592275,787.284397054327,Intermediate,Private
GLOBAL_PLANT_00152,China,Asia,4912.919234369317,Dry Process,Coal,2000,77.14453385447699,3007.3302564668033,897.6497702772889,Intermediate,Private
GLOBAL_PLANT_00153,China,Europe,1190.050532506345,Dry Process,Natural Gas,2010,129.6808390884524,3189.6283323542543,600.0,Intermediate,State-owned
GLOBAL_PLANT_00154,China,Europe,8428.454454012748,Dry Process,Petcoke,2005,102.68418443298924,3046.6221626391416,694.3691869524247,Modern,Multinational
GLOBAL_PLANT_00155,South Korea,Asia,20000.0,Dry Process,Coal,2016,97.15520110905086,3109.295130100475,816.3871401736455,Traditional,Private
GLOBAL_PLANT_00156,China,Asia,1454.312571013807,Dry Process,Coal,2012,90.00212528375907,3452.4896767295227,832.9633532807792,Intermediate,State-owned
GLOBAL_PLANT_00157,India,Asia,3185.1182037890126,Dry Process,Coal,1970,100.84297684237598,3255.265168859028,708.8217712331358,Intermediate,Private
GLOBAL_PLANT_00158,USA,Asia,8100.938885405557,Dry Process,Coal,2019,100.60471892004989,3382.985416199593,825.9419991263159,Modern,Private
GLOBAL_PLANT_00159,China,Asia,4606.917149641888,Wet Process,Petcoke,1998,100.84337656414652,3130.439448012263,737.615975131274,Modern,Private
GLOBAL_PLANT_00160,India,Europe,1512.071287653789,Dry Process,Coal,1970,97.29690180555507,3097.3947962585676,772.3040905772834,Traditional,Multinational
GLOBAL_PLANT_00161,China,Asia,18887.005548637262,Dry Process,Coal,1977,112.37596676611099,2853.9552407334068,902.477380066501,Modern,Private
GLOBAL_PLANT_00162,India,Asia,20000.0,Wet Process,Petcoke,1985,95.46208692001463,3088.989016229541,890.89374968886,Intermediate,Multinational
GLOBAL_PLANT_00163,India,Asia,6218.958642076048,Dry Process,Petcoke,1997,75.44122328894723,2500.0,700.2939672636737,Intermediate,Private
GLOBAL_PLANT_00164,China,Europe,1660.9052305341916,Dry Process,Coal,1991,82.75154218198264,3022.9334101083095,694.2748537979896,Intermediate,Private
GLOBAL_PLANT_00165,China,Asia,766.0499449777466,Dry Process,Petcoke,1987,60.0,3175.4377468427483,758.8826604446683,Modern,Private
GLOBAL_PLANT_00166,Turkey,Africa,6698.046377857827,Dry Process,Coal,1991,135.53634232084784,3369.1020962810467,797.3253698827075,Modern,State-owned
GLOBAL_PLANT_00167,China,Asia,18483.852867748785,Wet Process,Natural Gas,2010,112.25509183905373,3119.396636742513,734.2101511425259,Traditional,State-owned
GLOBAL_PLANT_00168,China,Asia,8692.373367821296,Dry Process,Petcoke,1981,78.39859009741527,3304.3020626734997,904.0642442799668,Intermediate,Private
GLOBAL_PLANT_00169,China,Asia,4900.6120815392005,Dry Process,Coal,1988,89.363103012058,2546.0634015829264,834.7389841708555,Modern,Multinational
GLOBAL_PLANT_00170,China,Asia,2423.2721109973145,Dry Process,Petcoke,1994,82.26247051587133,3182.9489443379152,840.6085109874429,Modern,Private
GLOBAL_PLANT_00171,India,Asia,1325.31260744227,Dry Process,Natural Gas,2019,125.85094422748234,2696.149162125979,673.3461171055028,Traditional,Multinational
GLOBAL_PLANT_00172,China,Asia,13382.478980422486,Dry Process,Coal,1974,66.60245671458142,2837.5089453022,916.729071738378,Modern,State-owned
GLOBAL_PLANT_00173,China,Asia,14713.57690752165,Dry Process,Coal,2003,97.28952117637559,3143.850335640842,600.0,Intermediate,State-owned
GLOBAL_PLANT_00174,China,North America,769.025597717978,Dry Process,Petcoke,2008,92.82944314870305,3582.8791963620665,883.405545184937,Intermediate,State-owned
GLOBAL_PLANT_00175,India,Asia,20000.0,Dry Process,Coal,1979,111.53677261418228,3311.3620290410176,893.4311737670771,Traditional,Private
GLOBAL_PLANT_00176,China,Europe,9787.736124071209,Dry Process,Coal,2016,92.9198154455061,3205.4692991411353,756.7598812722039,Intermediate,State-owned
GLOBAL_PLANT_00177,India,Asia,20000.0,Dry Process,Natural Gas,1976,60.0,3194.140883159869,927.2910217247423,Intermediate,Private
GLOBAL_PLANT_00178,China,Asia,981.8580066478859,Dry Process,Petcoke,2006,89.97764330715118,2985.9113320386596,793.6902447045653,Modern,Private
GLOBAL_PLANT_00179,Egypt,Asia,954.3314218737851,Dry Process,Coal,2016,75.55675564113349,3036.804975988195,806.2431703327443,Traditional,Private
GLOBAL_PLANT_00180,China,Asia,4110.240527480498,Dry Process,Coal,2021,96.59159093113121,3328.2128136412393,833.9528787404216,Intermediate,Private
GLOBAL_PLANT_00181,China,Asia,8985.265178726417,Semi-Dry,Coal,2021,123.68354073040653,2784.3918444666515,1000.0,Traditional,Private
GLOBAL_PLANT_00182,China,Asia,20000.0,Dry Process,Coal,1984,60.21149511535444,3377.9162150849065,934.4433908083004,Intermediate,Private
