timestamp,co2_kg_t,nox_mg_nm3,so2_mg_nm3,dust_mg_nm3,burning_zone_temp_c,fuel_rate_tph,excess_air_pct
2025-09-17 02:23:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:24:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:25:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:26:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:27:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:28:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:29:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:30:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:31:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:32:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:33:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:34:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:35:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:36:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:37:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:38:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:39:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:40:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:41:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:42:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:43:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:44:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:45:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:46:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:47:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:48:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:49:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:50:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:51:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:52:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:53:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:54:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:55:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:56:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:57:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:58:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 02:59:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:00:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:01:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:02:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:03:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:04:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:05:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:06:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:07:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:08:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:09:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:10:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:11:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:12:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:13:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:14:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:15:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:16:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:17:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:18:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:19:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:20:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:21:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:22:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:23:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:24:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:25:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:26:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:27:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:28:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:29:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:30:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:31:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:32:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:33:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:34:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:35:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:36:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:37:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:38:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:39:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:40:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:41:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:42:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:43:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:44:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:45:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:46:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:47:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:48:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:49:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:50:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:51:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:52:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:53:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:54:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:55:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:56:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:57:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:58:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 03:59:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:00:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:01:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:02:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:03:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:04:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:05:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:06:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:07:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:08:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:09:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:10:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:11:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:12:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:13:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:14:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:15:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:16:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:17:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:18:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:19:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:20:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:21:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:22:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:23:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:24:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:25:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:26:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:27:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:28:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:29:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:30:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:31:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:32:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:33:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:34:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:35:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:36:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:37:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:38:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:39:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:40:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:41:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:42:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:43:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:44:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:45:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:46:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:47:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:48:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:49:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:50:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:51:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:52:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:53:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:54:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:55:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:56:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:57:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:58:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 04:59:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
2025-09-17 05:00:00,875.0,129.5,130.0,3.974999999999998,1239.75,15.0,10.0
